country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-01,-64,-63,-7,-61,-52,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-02,-29,-22,6,-49,-22,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-03,-15,7,0,-62,-62,20
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-04,-21,2,-5,-56,-43,17
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-05,-25,1,-13,-56,-43,17
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-06,-28,-3,-14,-58,-44,19
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-07,-32,-8,-21,-58,-41,19
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-08,-29,-3,-14,-51,-15,12
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-09,-33,-21,11,-51,-18,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-10,-26,-3,-20,-58,-39,16
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-11,-30,-8,-25,-60,-39,16
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-12,-27,-2,-10,-57,-38,16
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-13,-24,1,3,-56,-38,16
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-14,-28,-4,-14,-56,-36,16
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-15,-28,-4,-16,-53,-15,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-16,-29,-17,17,-51,-17,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-17,-44,-27,-22,-63,-49,20
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-18,-27,-1,-8,-55,-36,15
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-19,-27,-3,-12,-53,-33,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-20,-22,2,-4,-53,-32,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-21,-26,-5,-14,-53,-30,15
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-22,-23,-1,6,-47,-11,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-23,-23,-8,21,-48,-13,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-24,-27,-9,-10,-54,-32,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-25,-24,-2,-2,-53,-31,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-26,-25,-4,-10,-53,-32,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-27,-22,1,-1,-52,-31,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-28,-24,-2,-6,-51,-30,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-29,-24,-3,3,-46,-11,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-30,-22,-7,10,-47,-11,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-01-31,-18,-3,4,-50,-30,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-01,-17,2,9,-49,-29,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-02,-22,-3,-10,-51,-30,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-03,-24,-7,-12,-51,-30,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-04,-25,-10,-16,-50,-29,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-05,-17,-2,15,-41,-7,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-06,-13,-4,36,-43,-8,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-07,-18,-3,9,-48,-27,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-08,-19,-3,2,-49,-27,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-09,-17,-1,9,-47,-26,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-10,-15,2,2,-47,-26,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-11,-17,-2,1,-46,-25,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-12,-10,3,21,-38,-5,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-13,-10,3,17,-42,-6,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-14,-10,5,-4,-49,-27,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-15,-19,-5,2,-48,-26,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-16,-16,-3,3,-46,-25,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-17,-19,-6,-11,-48,-27,12
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-18,-21,-11,-10,-47,-33,14
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-19,-16,-7,-5,-40,-8,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-20,-4,-1,30,-38,-9,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-21,-23,-20,47,-57,-62,17
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-22,-16,0,-10,-49,-27,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-23,-17,-5,-10,-48,-27,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-24,-12,1,2,-46,-25,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-25,-21,-12,-11,-48,-25,11
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-26,-8,1,8,-38,-2,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-27,-10,-6,8,-40,-5,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-02-28,-13,-3,-2,-47,-28,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-01,-13,0,5,-46,-27,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-02,-13,-2,5,-46,-27,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-03,-12,-3,5,-46,-27,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-04,-14,-6,2,-46,-25,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-05,-6,0,26,-36,-3,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-06,-8,-6,28,-38,-6,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-07,-18,-8,-9,-47,-26,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-08,-14,-3,4,-46,-25,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-09,-14,-4,6,-45,-24,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-10,-11,-1,7,-45,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-11,-15,-6,-12,-46,-23,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-12,-12,-7,-9,-41,-4,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-13,-10,-10,1,-41,-6,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-14,-13,-5,4,-48,-29,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-15,-12,-3,8,-47,-27,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-16,-9,-2,17,-45,-27,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-17,-3,0,37,-44,-27,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-18,-7,-2,12,-44,-26,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-19,-5,-3,0,-38,-4,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-20,-3,-3,14,-38,-6,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-21,-11,-3,13,-46,-24,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-22,-10,0,11,-46,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-23,-13,-5,1,-46,-25,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-24,-9,0,12,-45,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-25,-11,-4,-3,-45,-23,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-26,-5,-1,1,-38,-3,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-27,-5,-5,3,-39,-6,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-28,-15,-7,-1,-47,-24,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-29,-10,2,13,-46,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-30,-12,-2,7,-45,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-03-31,-6,3,14,-43,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-01,-9,0,-6,-45,-22,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-02,-3,2,28,-36,-3,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-03,-4,-1,10,-39,-5,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-04,-12,-2,16,-45,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-05,-8,3,33,-44,-22,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-06,-10,0,24,-43,-22,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-07,-7,1,17,-43,-22,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-08,-8,1,3,-42,-21,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-09,0,4,15,-33,-2,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-10,2,3,26,-36,-5,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-11,-6,5,30,-43,-22,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-12,-6,7,42,-44,-22,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-13,-9,2,10,-44,-23,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-14,6,21,25,-40,-25,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-15,-25,-18,37,-56,-70,18
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-16,-2,17,36,-35,-11,3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-17,-30,-38,50,-37,-20,2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-18,-8,2,29,-52,-50,12
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-19,-15,-1,-2,-46,-25,9
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-20,-6,6,25,-42,-23,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-21,-5,3,17,-43,-22,8
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-22,-5,1,35,-40,-21,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-23,2,4,47,-30,0,2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-24,6,3,86,-29,-3,1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-25,-5,2,27,-42,-22,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-26,-4,5,28,-41,-21,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-27,-3,5,13,-41,-21,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-28,2,8,46,-38,-20,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-29,0,5,43,-37,-20,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-04-30,6,8,73,-24,0,1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-01,10,8,75,-25,-3,1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-02,1,7,45,-39,-23,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-03,-2,7,40,-39,-21,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-04,0,8,49,-38,-21,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-05,5,10,64,-37,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-06,1,7,56,-37,-21,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-07,10,16,89,-24,-1,0
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-08,21,17,119,-23,-2,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-09,0,6,80,-38,-22,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-10,2,10,87,-37,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-11,3,9,86,-36,-21,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-12,4,11,87,-36,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-13,1,8,88,-35,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-14,6,10,117,-22,-2,0
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-15,12,9,88,-25,-4,0
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-16,-1,6,55,-38,-21,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-17,0,9,59,-37,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-18,1,8,65,-35,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-19,4,10,69,-35,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-20,4,12,104,-33,-24,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-21,3,7,128,-22,-8,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-22,16,10,144,-21,-9,-3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-23,-6,-8,193,-50,-76,13
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-24,4,18,94,-36,-22,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-25,3,12,89,-34,-21,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-26,4,10,77,-35,-20,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-27,0,7,56,-36,-19,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-28,7,9,121,-21,1,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-29,14,10,157,-19,-1,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-30,5,11,101,-35,-21,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-05-31,6,15,102,-34,-19,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-01,4,12,71,-33,-19,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-02,9,14,109,-31,-19,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-03,2,9,97,-32,-20,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-04,7,9,136,-17,-1,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-05,12,9,126,-17,-2,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-06,1,8,81,-35,-21,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-07,1,11,71,-35,-19,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-08,3,10,95,-31,-19,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-09,4,9,64,-33,-19,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-10,3,8,102,-30,-19,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-11,6,8,152,-15,-1,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-12,12,9,117,-19,-2,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-13,3,10,102,-32,-21,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-14,4,10,108,-32,-19,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-15,5,11,99,-30,-20,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-16,6,12,92,-29,-19,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-17,4,11,100,-28,-20,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-18,8,13,113,-14,-1,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-19,19,13,156,-11,-1,-3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-20,7,12,116,-31,-22,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-21,6,13,104,-32,-21,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-22,8,14,112,-29,-21,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-23,12,20,121,-29,-23,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-24,-5,-1,168,-31,-36,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-25,6,12,191,-11,-3,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-26,13,11,176,-10,-2,-3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-27,10,15,133,-31,-27,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-28,11,19,135,-30,-25,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-29,12,17,107,-29,-26,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-06-30,28,41,182,-24,-30,1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-01,-19,-13,290,-39,-74,12
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-02,2,12,196,-15,-12,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-03,11,8,175,-11,-5,-4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-04,10,17,140,-31,-34,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-05,8,17,108,-33,-30,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-06,7,15,139,-30,-30,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-07,10,16,161,-29,-29,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-08,-2,3,137,-32,-32,4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-09,6,11,197,-8,-4,-3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-10,14,11,210,-8,-3,-4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-11,8,15,158,-31,-32,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-12,7,14,137,-31,-30,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-13,7,14,153,-28,-30,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-14,10,16,163,-28,-29,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-15,2,10,164,-28,-31,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-16,4,9,204,-8,-3,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-17,13,10,197,-8,-2,-3
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-18,5,12,120,-34,-33,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-19,7,15,148,-32,-30,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-20,9,17,150,-29,-30,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-21,10,18,155,-29,-30,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-22,2,12,163,-29,-31,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-23,1,9,201,-10,-2,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-24,9,8,153,-15,-3,-1
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-25,8,16,162,-31,-35,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-26,8,16,183,-30,-33,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-27,10,18,180,-28,-33,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-28,11,21,165,-29,-33,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-29,4,17,170,-27,-35,5
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-30,2,11,209,-6,-6,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-07-31,15,12,262,-4,-4,-4
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-01,4,7,238,-41,-66,10
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-02,9,24,157,-32,-34,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-03,6,16,155,-30,-34,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-04,8,17,138,-31,-34,7
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-05,1,12,161,-29,-34,6
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-06,1,8,200,-7,-3,-2
CA,Canada,,,,,,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,2022-08-07,9,9,175,-11,-2,-2
